OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,DateUpdate,SiteReferenceAlternate,Easting,Northing,Planning_Ref,BoundRef
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00028,,"""Meanwood Road Working Mens Club Meanwood Road Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00028,ETRS89,-1.56401455,53.82925347,0.47,not owned by a public authority,yes,permissioned,full planning permission,09/03/2017,,,54,Demolition of existing working mens club; residential development 54No. units and replacement working mens club,,,54,54,,,,11/07/2016,20/12/2022,97,428693,437110,15/04521/FU,SHL000281
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00039,,"""77 - 79 Aberford Road Oulton Leeds LS26 8HS""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00039,ETRS89,-1.44668786,53.75195263,1.33,not owned by a public authority,,not permissioned,,,,,50,,,,50,50,,,,11/07/2016,20/12/2022,130,436481,428565,,SHL000391
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00045,,"""Site Of Glenoit And Minerva Mills Aberford Road Oulton""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00045,ETRS89,-1.43700428,53.75652179,2.32,not owned by a public authority,,permissioned,full planning permission,14/01/2022,,,67,"Redevelopment of industrial site comprising 67 dwellings, new pedestrian and vehicular access and closure of existing accesses, landscaping, public access to towpath, areas of public open space and off site highway improvements",,,67,67,,,,11/07/2016,20/12/2022,143,437115,429078,21/01796/FU,SHL000451
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00049,,"""Salvation Army, 139 Broad Lane, Bramley, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00049,ETRS89,-1.61822954,53.81440059,1.09,not owned by a public authority,yes,permissioned,full planning permission,25/03/2015,,,28,"Change of use and extensions to hostel to form 29 self contained flats, detached blocks of 31 new flats and 23 new houses; laying out of access road and associated parking and landscaping",,,28,28,,,,11/07/2016,20/12/2022,163,425134,435438,14/04994/FU,SHL000491
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00052,,"""University Of Leeds Tetley Hall 40-42 Moor Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00052,ETRS89,-1.57673776,53.82625426,2.56,not owned by a public authority,yes,permissioned,full planning permission,02/08/2012,,,55,"Redevelopment of former halls of residence site comprising 4 storey residential care home, 3 blocks of 54 flats, 2 blocks of 14 townhouses, conversion of stables to detached house, with landscaping and public open space",,,55,55,,,,11/07/2016,20/12/2022,174,427857,436772,11/03234/FU,SHL000521
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00055,,"""Brookfield Nursing Home, Swaine Hill Terrace, Yeadon""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00055,ETRS89,-1.69263815,53.86770900,0.42,not owned by a public authority,,not permissioned,,,,,7,,,,7,7,,,,11/07/2016,20/12/2022,180,420209,441344,,SHL000551
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00060,,"""Westgate - Brotherton House LS1 2RS""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00060,ETRS89,-1.55317388,53.79871448,0.27,mixed ownership,yes,not permissioned,,,,,102,,,,102,102,,,,19/12/2017,20/12/2022,187,429427,433718,,SHL000601
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00064,,"""Land At Bridge Street, Gower Street, Regent Street""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00064,ETRS89,,,,not owned by a public authority,yes,permissioned,full planning permission,13/10/2021,,,678,"Construction of five buildings ranging from 13 storeys to 31 storeys and consisting of up to 678 apartments (C3), residential amenity areas, commercial units (A1, A2, A3, A4, B1 and / or D2) and associated car parking; public realm and landscaping; access and servicing arrangements; and other associated works",,,678,678,,,,11/07/2016,20/12/2022,197,430734,433910,18/06930/FU,SHL000642
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00065,,"""Land at Kirkstall Road and land off Wellington Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00065,ETRS89,-1.56394861,53.79857284,2.12,not owned by a public authority,yes,permissioned,full planning permission,01/09/2022,,,837,"Hybrid planning application for a phased development; full permission for demolition of existing buildings and structures, site remediation, regrading and preparatory works, erection of four residential buildings (use class C3), townhouses (use class C3 ) and student accommodation (sui generis) with ground floor and other uses comprising any or all of retail, commercial, community, health, cultural and leisure (use classes E, F1 and/or F2) and associated means of access, parking, landscaping, associated infrastructure works and construction of a new river wall and bridge crossing; outline permission, to be implemented in phases, for mixed use development comprising residential use (use class C3); and other uses including all or some of the following: retail, leisure, commercial, health, cultural and community uses (use classes E, F1 and / or F2); car parking, new public spaces; hard and soft landscaping; cycle parking; access; servicing; and other associated infrastructure and engineering works",,,837,837,,,,11/07/2016,20/12/2022,198,428718,433697,21/08190/FU,SHL000653
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00068,,"""Midland Mills, Silver Street, Leeds, LS11 9yw""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00068,ETRS89,-1.55460281,53.79039548,0.37,not owned by a public authority,yes,permissioned,full planning permission,18/09/2019,,,306,Refurbishment of Midland Mills and the construction of a 32 storey tower comprising a total of 306No. apartments; flexible commercial space (class uses A1/A2/A3/A4/B1) creation of a public realm at Midland Mills,,,306,306,,,,11/07/2016,20/12/2022,202,429339,432791,18/04579/FU,SHL000681
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00072,,"""Adjacent To Rose Wharf, 78 East Street, Leeds, LS10""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00072,ETRS89,-1.52583747,53.79029221,0.46,not owned by a public authority,,not permissioned,,,,,50,,,,50,50,,,,19/12/2017,20/12/2022,206,431234,432792,,SHL000722
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00073,,"""Lowfold, East Street, Leeds, LS9 8""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00073,ETRS89,-1.52392650,53.78881972,2.82,mixed ownership,yes,permissioned,full planning permission,29/06/2018,,,250,"Variation of condition 2 (approved plans) of approval 15/00415/FU to amend the approved drawings to reflect layout and design changes including an increase in units to 316 from 312 dwellings",,,250,250,,,,11/07/2016,20/12/2022,207,431361,432629,17/05263/FU,SHL000732
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00074,,"""Land Between Mabgate, Macaulay Street, Argyll Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00074,ETRS89,-1.52877546,53.80158304,1.18,not owned by a public authority,yes,permissioned,outline planning permission,09/07/2021,,,324,"Outline Planning Application for the demolition of existing buildings and redevelopment for education campus with supporting office and service support, sports facilities, theatre, ancillary facilities and a shop; residential accommodation or student accommodation; access; and all other matters reserved.",,,324,324,,,,11/07/2016,20/12/2022,208,431032,434047,20/05265/OT,SHL000741
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00078,,"""79 Clarence Road, Hunslet, Leeds, LS10 1lw""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00078,ETRS89,-1.52823562,53.78919299,0.18,not owned by a public authority,,not permissioned,,,,,15,,,,15,15,,,,11/07/2016,20/12/2022,215,431077,432669,,SHL000782
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00082,,"""Saxton Lane, Leeds, LS9 8HE""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00082,ETRS89,-1.52869315,53.79614096,0.46,not owned by a public authority,yes,permissioned,full planning permission,09/06/2020,,,349,"Demolition of existing buildings, construction of two residential (Use Class C3) buildings including communal areas for residential use, servicing, basement car parking, landscaping, public open space and highway works",,,349,349,,,,20/12/2022,20/12/2022,224,431042,433442,19/01010/FU,SHL000821
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00083,,"""Westbank, Water Lane, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00083,ETRS89,-1.54812305,53.79105357,2.20,not owned by a public authority,,not permissioned,,,,,288,,,,288,288,,,,11/07/2016,20/12/2022,225,429765,432867,,SHL000831
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00086,,"""Evans Halshaw, Hunslet Road, Hunslet, Leeds, LS10 1ld""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00086,ETRS89,-1.53320450,53.78883455,2.42,not owned by a public authority,yes,permissioned,full planning permission,20/11/2018,,,928,"Demolition of existing buildings and construction of a mixed-use residential scheme comprising up to 928 apartments, ancillary ground floor commercial uses, car parking and public realm set over 5 buildings of 6-20 storeys",,,928,928,,,,11/07/2016,20/12/2022,228,430750,432627,18/03033/FU,SHL000862
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00088,,"""Leeds International Swimming Pool Westgate Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00088,ETRS89,-1.55430342,53.79800041,1.32,owned by a public authority,yes,permissioned,full planning permission,27/04/2022,,,848,"Hybrid application for full planning application for erection of one building for residential accommodation (Class C3) with two ground floor commercial units (Class E) and basement car parking; one building for student accommodation (Class Sui Generis); one building for hotel accommodation (Class C1) and co-working office accommodation (Class E); hard and soft landscaping; creation of a new public square; demolition and construction of new stairs and ramp access to existing pedestrian/cycle bridge; new pedestrian and vehicular access; external bike storage, substation, servicing; and modifications to existing vehicular, cycling, and pedestrian infrastructure.Outline planning application for erection of one building for office accommodation (Class E), including basement car parking, access, landscaping with all matters reserved for future consideration with exception of access.",,,848,848,,,,11/07/2016,20/12/2022,230,429354,433638,21/05142/FU,SHL000881
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00089,,"""Kirkgate Phase II Kirkgate Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00089,ETRS89,-1.53712978,53.79567388,0.28,not owned by a public authority,yes,permissioned,full planning permission,15/02/2019,,,80,"Demolition of 9-13 Crown Court, and the construction of new residential buildings with ground floor A1 retail, A3 café/restaurant uses and D1 leisure uses, basement car parking and associated public realm.",,,80,80,,,,20/12/2022,20/12/2022,231,430486,433386,17/07579/FU,SHL000891
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00111,,"""Miles Hill Primary School, Beckhill Approach""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00111,ETRS89,-1.55546874,53.82855918,2.63,owned by a public authority,,not permissioned,,,,,50,,,,50,50,,,,20/12/2022,20/12/2022,262,429256,437037,,SHL001111
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00113,,"""Former Site Of 79 Roundhay Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00113,ETRS89,-1.52630097,53.81067848,1.84,owned by a public authority,yes,permissioned,full planning permission,20/10/2017,,,39,"Co-housing scheme comprising 28 dwellings, 1 x 5-bedroom HMO, and common house; 30 apartments for over 55s; and four self-build plots (63 units in total), with associated access and landscaping",,,39,39,,,,20/12/2022,20/12/2022,264,431188,435060,17/02730/FU,SHL001132
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00116,,"""Wykebridge Depot, Killingbeck Bridge, LS14""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00116,ETRS89,-1.48014889,53.80234687,0.64,not owned by a public authority,yes,permissioned,outline planning permission,07/02/2022,,,23,"Outline application for residential development of 23 dwellings (details of access, appearance, layout and scale submitted), including provision of a new access onto Killingbeck Bridge",,,23,23,,,,11/07/2016,20/12/2022,267,434234,434154,20/04141/OT,SHL001161
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00121,,"""Compton Arms, Compton Road, Burmantofts, Leeds, LS9 7b""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00121,ETRS89,-1.50945053,53.80826577,0.45,not owned by a public authority,,not permissioned,,,,,50,,,,50,50,,,,11/07/2016,20/12/2022,278,432300,434799,,SHL001211
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00122,,"""St Marys Church And Presbytery Church Road Richmond Hill""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00122,ETRS89,-1.52450188,53.79375422,0.78,not owned by a public authority,,permissioned,full planning permission,24/08/2022,,,171,"Demolition of the Nave and Aisles of the church, replaced with a six story extension; the Chancel, Transept areas and Altars will be retained and restored contain 62 apartments. The Presbytery will also be demolished and replaced with a 5 storey apartment block of 113No. apartments (total residential development comprising of 175 units); Other works including new access, proposed ECVP parking, cycle storage and landscaping works",,,171,171,,,,11/07/2016,20/12/2022,279,431319,433178,20/03519/FU,SHL001222
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00124,,"""Manston Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00124,ETRS89,-1.43500368,53.80865625,6.30,not owned by a public authority,yes,permissioned,reserved matters approval,20/06/2013,,,11,"Reserved matters application for 177 houses, one block of 9 apartments and one block 6 apartments including associated landscaping",,,11,11,,,,11/07/2016,20/12/2022,282,437201,434879,13/00288/RM,SHL001241
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00130,,"""Upper Accomodation Road, LS9""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00130,ETRS89,-1.52239219,53.79484275,0.41,not owned by a public authority,,not permissioned,,,,,26,,,,26,26,,,,11/07/2016,20/12/2022,301,431458,433300,,SHL001302
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00134,,"""The Manor, Stony Royd, Farsley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00134,ETRS89,-1.67710751,53.81339717,1.52,not owned by a public authority,yes,permissioned,full planning permission,27/10/2020,,,5,"Variation of condition number 2 (approved plans) 18/07832/FU to enable alterations to front and rear elevation to reduce the height of the first floor windows and all dwellings, plots 1-5 to be the same area/volume",,,5,5,,,,20/12/2022,20/12/2022,308,421258,435307,20/05593/FU,SHL001341
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00137,,"""Westgate, Otley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00137,ETRS89,-1.69426327,53.90447036,0.74,mixed ownership,,not permissioned,,,,,15,,,,15,15,,,,11/07/2016,20/12/2022,313,420085,445433,,SHL001371
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00141,,"""Ashfield Works, Westgate, Otley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00141,ETRS89,-1.69552692,53.90538213,1.86,owned by a public authority,,not permissioned,,,,,44,,,,44,44,,,,11/07/2016,20/12/2022,320,420001,445534,,SHL001411
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00142,,"""South Accommodation Road And Atkinson Street Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00142,ETRS89,-1.52420414,53.78578949,1.18,not owned by a public authority,,not permissioned,,,,,35,,,,35,35,,,,19/12/2017,20/12/2022,331,431345,432292,,SHL001421
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00143,,"""Off Whitehall Road Drighlington BD11 1bx""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00143,ETRS89,-1.66718515,53.75256600,1.58,not owned by a public authority,,not permissioned,,,,,49,,,,49,49,,,,11/07/2016,20/12/2022,333,421943,428542,,SHL001432
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00157,,"""Ring Road West Park, Silk Mill Way And Iveson Drive""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00157,ETRS89,-1.61234539,53.84017206,24.38,mixed ownership,yes,permissioned,reserved matters approval,17/01/2020,,,347,"Reserved Matters Application for 347 residential units with associated landscaping and works and discharge of conditions 3, 32 and 34 attached to outline consent 14/06918/OT",,,347,347,,,,11/07/2016,20/12/2022,376,425505,438307,18/06076/RM,SHL001571
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00163,,"""Beckhill Garth/Approach""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00163,ETRS89,-1.55708944,53.82726635,2.70,owned by a public authority,yes,permissioned,full planning permission,14/08/2020,,,153,Residential development of 153 No. dwellings and associated works,,,153,153,,,,11/07/2016,20/12/2022,383,429150,436892,19/01665/FU,SHL001631
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00166,,"""36 The Calls LS1""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00166,ETRS89,-1.53709571,53.79452412,0.04,not owned by a public authority,,not permissioned,,,,,14,,,,14,14,,,,11/07/2016,20/12/2022,395,430489,433258,,SHL001661
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00171,,"""Cropper Gate LS1""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00171,ETRS89,-1.55708724,53.79727885,0.22,mixed ownership,,not permissioned,,,,,272,,,,272,272,,,,11/07/2016,20/12/2022,402,429171,433556,,SHL001711
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00174,,"""Tower Works, Globe Road LS10""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00174,ETRS89,-1.55087937,53.79226039,1.13,not owned by a public authority,yes,permissioned,full planning permission,10/09/2020,,,245,"Partial demolition of structures and the erection of two buildings ranging from five to eleven storeys, comprising 245 residential apartments (Use Class C3) with flexible commercial uses at ground floor level (Use Class A1, A2, A3, D2 and/or B1), retention and alteration to the wall fronting Globe Road, hard and soft landscaping, access, servicing and other associated works.",,,245,245,,,,11/07/2016,20/12/2022,405,429583,433000,19/03590/FU,SHL001741
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00175,,"""16-18 Manor Road LS11""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00175,ETRS89,-1.54907489,53.78946227,0.10,not owned by a public authority,yes,permissioned,full planning permission,03/08/2020,,,110,Variation of condition 2 (approved plans) of approval 17/02666/FU for design alterations including an additional floor level,,,110,110,,,,11/07/2016,20/12/2022,406,429704,432690,19/04828/FU,SHL001751
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00177,,"""Bath Road LS11""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00177,ETRS89,-1.55328894,53.79046518,0.99,mixed ownership,,not permissioned,,,,,120,,,,120,120,,,,11/07/2016,20/12/2022,409,429426,432800,,SHL001771
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00178,,"""Regent St / Skinner Ln LS2""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00178,ETRS89,-1.53194426,53.80327939,0.17,not owned by a public authority,yes,permissioned,full planning permission,27/11/2019,,,217,"Residential development with ancillary facilities and undercroft parkingResidential development with ancillary facilities and undercroft parking",,,217,217,,,,11/07/2016,20/12/2022,410,430822,434234,18/01276/FU,SHL001781
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00181,,"""Skinner Lane LS9""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00181,ETRS89,-1.52923950,53.80296158,0.58,not owned by a public authority,yes,permissioned,full planning permission,18/03/2015,,,14,"Conversion of offices to 14 flats with external alterations including new boundary treatment and relocation of existing brick planters",,,14,14,,,,11/07/2016,20/12/2022,414,431001,434200,14/06106/FU,SHL001811
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00190,,"""49 Aire Street LS1""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00190,ETRS89,-1.54870043,53.79568226,0.02,not owned by a public authority,,permissioned,full planning permission,17/08/2022,,,26,"Change of use to student apartments (sui generis), an extension to 49 Aire Street, and associated external alterations including replacement windows, doors and new dormer windows, removal of existing fire escape",,,26,26,,,,11/07/2016,20/12/2022,426,429724,433382,22/02133/FU,SHL001901
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00194,,"""38 The Calls LS2""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00194,ETRS89,-1.53686204,53.79447021,0.03,not owned by a public authority,,not permissioned,,,,,14,,,,14,14,,,,11/07/2016,20/12/2022,431,430505,433252,,SHL001941
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00195,,"""Concept House Park Lane LS3""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00195,ETRS89,-1.56165332,53.80135406,0.41,not owned by a public authority,yes,permissioned,full planning permission,07/06/2021,,,91,"Removal of condition 25 (tree protection measures) and variation of condition 2 (approved plans) on previously approved application 18/00147/FU to allow amendments including three additional studio units, associated internal layout changes, and the addition of three bay windows on the north-west elevation",,,91,91,,,,20/12/2022,20/12/2022,432,428867,434008,20/08186/FU,SHL001951
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00199,,"""South Accommodation Road LS9 (adjacent to Low Fold)""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00199,ETRS89,-1.52290777,53.78739421,0.55,owned by a public authority,,not permissioned,,,,,27,,,,27,27,,,,11/07/2016,20/12/2022,437,431429,432471,,SHL001992
